Your address (Street Address),Your address (Address Line 2),Your address (City),Your address (State / Province),Your address (ZIP / Postal Code),Your address (Country),Tour choice,Drink order,Phone,Hand bag,Pet,Complete Works of Shakespeare,Please answer: I believe that it is important to brush my teeth after every meal.,Total,Created By (User Id),Entry Id,Entry Date,Date Updated,Transaction Id,Payment Amount,Payment Date,Payment Status,Post Id,User Agent,Approval Status,Workflow Current Status Timestamp,Help Scout Conversation ID
,,,Delaware,,United States,Dinosaur|10,Coffee,,Hand bag,Pet,,1. Strongly disagree,10,,5779,30/7/2018 16:28,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alabama,,United States,Dinosaur|10,Tea,,,,,3. Neutral,10,,5777,30/7/2018 5:23,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Iowa,,United States,Poetry|5,Coffee,,,Pet,,5. Strongly agree,5,,5775,29/7/2018 9:54,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",,,
,,,Iowa,,United States,Poetry|5,Coffee,,,Pet,,5. Strongly agree,5,,5774,29/7/2018 9:54,,,,,,,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,,,
,,,Illinois,,United States,Leopard|20,Tea,Phone,,,,3. Neutral,20,,5773,29/7/2018 6:49,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Texas,,United States,Dinosaur|10,Coffee,Phone,,,,4. Agree,10,,5772,28/7/2018 2:28,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Hawaii,,United States,Poetry|5,Coffee,Phone,,,,3. Neutral,5,,5770,27/7/2018 20:22,,,,,,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36",,,
,,,Indiana,,United States,Dinosaur|10,Tea,Phone,Hand bag,,,1. Strongly disagree,10,,5769,27/7/2018 10:00,,,,,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,,,
,,,Georgia,,United States,Dinosaur|10,Coffee,,Hand bag,,,1. Strongly disagree,10,,5768,27/7/2018 9:13,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,,,
,,,Georgia,,United States,Dinosaur|10,Tea,,,,,1. Strongly disagree,10,,5767,26/7/2018 21:08,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Texas,,United States,Dinosaur|10,Tea,Phone,Hand bag,,,4. Agree,10,,5766,26/7/2018 7:54,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Arkansas,,United States,Dinosaur|10,Coffee,,Hand bag,,,2. Disagree,10,,5765,26/7/2018 6:38,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,,,
,,,Arizona,,United States,Dinosaur|10,Tea,Phone,Hand bag,,,2. Disagree,10,,5764,26/7/2018 2:38,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Delaware,,United States,Dinosaur|10,Tea,,Hand bag,,,1. Strongly disagree,10,,5762,25/7/2018 17:24,,,,,,,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,California,,United States,Leopard|20,Coffee,,Hand bag,,,5. Strongly agree,20,,5760,25/7/2018 7:14,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",,,
,,,District of Columbia,,United States,Dinosaur|10,Coffee,Phone,,,,2. Disagree,10,,5759,25/7/2018 2:10,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,District of Columbia,,United States,Dinosaur|10,Coffee,,Hand bag,,,4. Agree,10,,5758,25/7/2018 1:46,,,,,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Delaware,,United States,Leopard|20,Coffee,Phone,,,,5. Strongly agree,20,,5756,24/7/2018 17:43,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Florida,,United States,Leopard|20,Coffee,,Hand bag,,,3. Neutral,20,,5754,24/7/2018 5:47,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Texas,,United States,Dinosaur|10,Coffee,Phone,,,,1. Strongly disagree,10,,5752,23/7/2018 14:18,,,,,,,"Mozilla/5.0 (iPad; CPU OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,,
,,,Arizona,,United States,Dinosaur|10,Coffee,,Hand bag,,Complete Works of Shakespeare,5. Strongly agree,10,,5751,22/7/2018 15:58,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Colorado,,United States,Etchings|18.5,Coffee,Phone,Hand bag,,Complete Works of Shakespeare,5. Strongly agree,18.5,,5750,22/7/2018 3:27,,,,,,,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Colorado,,United States,Dinosaur|10,Coffee,Phone,,Pet,,5. Strongly agree,10,,5749,22/7/2018 1:38,,,,,,,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Kansas,,United States,Leopard|20,Coffee,,Hand bag,,,2. Disagree,20,,5744,20/7/2018 4:51,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Florida,,United States,Leopard|20,Tea,,Hand bag,,,2. Disagree,20,,5743,19/7/2018 23:08,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alaska,,United States,Dinosaur|10,No,Phone,,Pet,Complete Works of Shakespeare,1. Strongly disagree,10,,5742,19/7/2018 22:15,,,,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",,,
,,,Arizona,,United States,Leopard|20,Tea,Phone,,,,2. Disagree,20,,5736,18/7/2018 22:12,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Virginia,,United States,Dinosaur|10,Coffee,Phone,,,,4. Agree,10,,5735,18/7/2018 2:23,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,,,
,,,Georgia,,United States,Leopard|20,Coffee,,Hand bag,,,3. Neutral,20,,5734,18/7/2018 1:33,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alaska,,United States,Dinosaur|10,Coffee,Phone,,,,1. Strongly disagree,10,,5733,18/7/2018 1:32,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Arkansas,,United States,Leopard|20,Tea,Phone,Hand bag,Pet,,1. Strongly disagree,20,,5730,17/7/2018 20:28,,,,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,,,
,,,Arizona,,United States,Dinosaur|10,Coffee,Phone,,Pet,,5. Strongly agree,10,,5729,16/7/2018 6:06,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alaska,,United States,Etchings|18.5,Coffee,Phone,Hand bag,,,1. Strongly disagree,18.5,,5728,15/7/2018 10:36,,,,,,,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,,,
,,,Arizona,,United States,Poetry|5,Coffee,,Hand bag,,Complete Works of Shakespeare,3. Neutral,5,,5727,14/7/2018 17:13,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36",,,
,,,Florida,,United States,Dinosaur|10,No,Phone,,,,5. Strongly agree,10,,5726,14/7/2018 12:08,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,5723,13/7/2018 11:31,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,California,,United States,Dinosaur|10,Coffee,Phone,Hand bag,,Complete Works of Shakespeare,5. Strongly agree,10,,5722,13/7/2018 2:44,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Georgia,,United States,Leopard|20,Tea,,Hand bag,,,1. Strongly disagree,20,,5721,12/7/2018 19:53,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alaska,,United States,Leopard|20,Coffee,Phone,,,,1. Strongly disagree,20,,5719,12/7/2018 18:10,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alabama,,United States,Leopard|20,No,,,,,4. Agree,20,,5718,12/7/2018 12:44,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Connecticut,,United States,Leopard|20,Tea,,Hand bag,,,2. Disagree,20,,5714,11/7/2018 17:57,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alabama,,United States,Dinosaur|10,Tea,,Hand bag,,,2. Disagree,10,,5712,11/7/2018 8:06,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alabama,,United States,Leopard|20,Coffee,,Hand bag,Pet,,2. Disagree,20,,5706,9/7/2018 22:41,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0,,,
,,,Florida,,United States,Dinosaur|10,Coffee,Phone,,,,5. Strongly agree,10,,5703,7/7/2018 5:40,,,,,,,"Mozilla/5.0 (X11; CrOS x86_64 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Texas,,United States,Leopard|20,Tea,Phone,,Pet,,4. Agree,20,,5702,7/7/2018 5:02,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8",,,
,,,New Hampshire,,United States,Dinosaur|10,Coffee,Phone,,,,1. Strongly disagree,10,,5701,7/7/2018 4:35,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Arkansas,,United States,Poetry|5,Tea,,Hand bag,,,5. Strongly agree,5,,5700,7/7/2018 3:01,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alaska,,United States,Leopard|20,Coffee,Phone,Hand bag,,,3. Neutral,20,,5698,6/7/2018 17:45,,,,,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:60.0) Gecko/20100101 Firefox/60.0,,,
,,,Pennsylvania,,United States,Poetry|5,Tea,Phone,,,,1. Strongly disagree,5,1062,5693,5/7/2018 8:35,,,,,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.102 Safari/537.36 Vivaldi/1.93.955.38",,,
,,,Connecticut,,United States,Dinosaur|10,Tea,Phone,Hand bag,,,2. Disagree,10,,5692,5/7/2018 3:06,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Georgia,,United States,Leopard|20,Coffee,,Hand bag,,,4. Agree,20,,5691,4/7/2018 22:37,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alaska,,United States,Leopard|20,Tea,,Hand bag,,,2. Disagree,20,,5688,4/7/2018 18:14,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Hawaii,,United States,Etchings|18.5,Coffee,Phone,Hand bag,,,5. Strongly agree,18.5,,5687,4/7/2018 15:56,,,,,,,"Mozilla/5.0 (Linux; Android 6.0; HUAWEI VNS-L31 Build/HUAWEIVNS-L31) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",,,
,,,Arizona,,United States,Dinosaur|10,Coffee,,Hand bag,,,3. Neutral,10,,5683,3/7/2018 16:19,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15",,,
,,,Arkansas,,United States,Leopard|20,Coffee,Phone,,Pet,,1. Strongly disagree,20,,5682,3/7/2018 11:52,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7",,,
,,,Alaska,,United States,Dinosaur|10,Coffee,Phone,,,,1. Strongly disagree,10,,5678,1/7/2018 4:29,,,,,,,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1",,,
,,,Arizona,,United States,Dinosaur|10,Coffee,Phone,Hand bag,,,5. Strongly agree,10,,5674,30/6/2018 4:58,,,,,,,Mozilla/5.0 (Android 8.0.0; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0,,,
,,,Indiana,,United States,Dinosaur|10,Coffee,Phone,Hand bag,Pet,Complete Works of Shakespeare,2. Disagree,10,,5673,30/6/2018 1:44,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,,,
,,,Texas,,United States,Dinosaur|10,Coffee,,Hand bag,,,3. Neutral,10,,5672,30/6/2018 0:13,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,South Carolina,,United States,Dinosaur|10,Tea,Phone,Hand bag,,,2. Disagree,10,,5671,29/6/2018 23:14,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15",,,
,,,Alaska,,United States,Dinosaur|10,Tea,Phone,Hand bag,,,2. Disagree,10,,5669,29/6/2018 21:46,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,5668,29/6/2018 20:57,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15",,,
,,,California,,United States,Dinosaur|10,Tea,,Hand bag,Pet,,4. Agree,10,,5667,29/6/2018 10:41,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Indiana,,United States,Leopard|20,Tea,,,Pet,,2. Disagree,20,,5666,29/6/2018 4:19,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Arizona,,United States,Etchings|18.5,Coffee,,Hand bag,,,2. Disagree,18.5,,5662,28/6/2018 4:16,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.183 Safari/537.36 Vivaldi/1.96.1147.47",,,
,,,California,,United States,Etchings|18.5,Coffee,,Hand bag,,,4. Agree,18.5,,5661,28/6/2018 3:33,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Alabama,,United States,Leopard|20,Coffee,,Hand bag,,,3. Neutral,20,,5659,28/6/2018 1:15,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,
,,,Connecticut,,United States,Leopard|20,Tea,Phone,,,,1. Strongly disagree,20,,5658,28/6/2018 1:09,,,,,,,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Ohio,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,5656,27/6/2018 13:16,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,,Pet,,3. Neutral,10,,5655,27/6/2018 9:06,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",,,
,,,Alabama,,United States,Dinosaur|10,Tea,Phone,,,,4. Agree,10,,5652,26/6/2018 23:52,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Kansas,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,5651,26/6/2018 20:22,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",,,
,,,Washington,,United States,Leopard|20,Coffee,,,,Complete Works of Shakespeare,4. Agree,20,,5650,26/6/2018 8:27,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
,,,Alaska,,United States,Dinosaur|10,Coffee,,Hand bag,,,1. Strongly disagree,10,,5648,26/6/2018 4:10,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Arkansas,,United States,Leopard|20,Coffee,Phone,Hand bag,,,4. Agree,20,,5646,23/6/2018 20:58,,,,,,,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1",,,
,,,Colorado,,United States,Leopard|20,Coffee,,Hand bag,,,3. Neutral,20,,5644,23/6/2018 6:57,,,,,,,"Mozilla/5.0 (Linux; Android 9; Pixel 2 XL Build/PPP3.180510.008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",,,
,,,Alabama,,United States,Dinosaur|10,Coffee,,Hand bag,,,2. Disagree,10,,5643,22/6/2018 22:44,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Indiana,,United States,Leopard|20,Coffee,,Hand bag,,,2. Disagree,20,,5642,22/6/2018 20:26,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Hawaii,,United States,Leopard|20,No,Phone,Hand bag,,,4. Agree,20,,5641,22/6/2018 7:56,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Alaska,,United States,Dinosaur|10,Coffee,Phone,,,,1. Strongly disagree,10,,5638,22/6/2018 5:44,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Alaska,,United States,Dinosaur|10,Coffee,Phone,,,,1. Strongly disagree,10,,5637,22/6/2018 5:19,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Arkansas,,United States,Dinosaur|10,Tea,,,Pet,,2. Disagree,10,,5636,22/6/2018 0:21,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/604.5.6 (KHTML, like Gecko) Version/11.0.3 Safari/604.5.6",,,
,,,Alabama,,United States,Etchings|18.5,Coffee,,,,Complete Works of Shakespeare,2. Disagree,18.5,,5635,21/6/2018 9:01,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Alabama,,United States,Poetry|5,Tea,Phone,Hand bag,,Complete Works of Shakespeare,2. Disagree,5,,5632,21/6/2018 2:16,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Colorado,,United States,Poetry|5,Tea,,Hand bag,,,3. Neutral,5,,5629,20/6/2018 4:38,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Iowa,,United States,Dinosaur|10,Tea,,Hand bag,Pet,,2. Disagree,10,,5627,19/6/2018 21:11,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Alaska,,United States,Leopard|20,Tea,Phone,,,,2. Disagree,20,,5625,17/6/2018 21:52,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15",,,
,,,Arizona,,United States,Dinosaur|10,No,Phone,,,,4. Agree,10,,5621,16/6/2018 8:08,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,,
,,,Arizona,,United States,Dinosaur|10,No,Phone,,,,1. Strongly disagree,10,,5617,15/6/2018 8:08,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Alabama,,United States,Etchings|18.5,Tea,Phone,,,,1. Strongly disagree,18.5,,5616,15/6/2018 3:56,,,,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,,,
,,,Arizona,,United States,Dinosaur|10,Tea,Phone,,,,1. Strongly disagree,10,,5614,15/6/2018 1:38,,,,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,,
,,,Alabama,,United States,Etchings|18.5,Tea,Phone,Hand bag,,,5. Strongly agree,18.5,,5613,14/6/2018 16:29,,,,,,,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Arizona,,United States,Dinosaur|10,Tea,Phone,,,,3. Neutral,10,,5610,13/6/2018 21:33,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",,,
,,,Iowa,,United States,Dinosaur|10,Coffee,Phone,Hand bag,Pet,Complete Works of Shakespeare,5. Strongly agree,10,,5608,13/6/2018 2:32,,,,,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,,
,,,Iowa,,United States,Dinosaur|10,Tea,Phone,Hand bag,,,3. Neutral,10,,5607,13/6/2018 1:43,,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",,,
